date,maxtp,mintp,rain,cbl,wdsp,hg,sun,g_rad,pe,evap
2022/1/1,14.8,9.7,0,994,14.8,40,5.3,288,0.9,0.9
2022/1/2,10.8,8.1,0.1,992.4,11.7,32,3.1,245,0.8,0.9
2022/1/3,9.8,2.1,1.8,990.9,12.3,30,4,256,0.7,0.8
2022/1/4,3.8,-0.3,0,997.5,12,23,5.7,307,0.4,0.4
2022/1/5,5.3,-0.8,0,1006.1,8.4,19,4.6,321,0.4,0.5
2022/1/6,9,-0.1,3.5,1000,11.2,31,1.3,139,0.6,0.8
2022/1/7,6.8,0.3,2.7,997.4,9.2,24,1.4,150,0.3,0.5
2022/1/8,9.5,2.1,2.3,990.1,12.6,30,2.4,226,0.3,0.3
2022/1/9,7.4,1.6,0.2,992.1,9.1,24,1.9,242,0.3,0.4
2022/1/10,12.1,6.2,0.7,1004.3,6.5,20,0.1,204,0.3,0.4
2022/1/11,8.3,4.3,0,1019.5,5.5,14,5.3,316,0.2,0.3
2022/1/12,10.1,4,0,1028.9,5.5,15,7.1,396,0.2,0.3
2022/1/13,6.2,2,0,1029.7,4.7,18,2,231,0.3,0.4
2022/1/14,7.4,-1.2,0,1023.5,3,10,2.5,257,0.1,0.3
2022/1/15,7.9,-2,0.2,1013.9,3.8,11,0,108,0.3,0.4
2022/1/16,7.4,0.1,0,1018.4,8,18,4.3,346,0.2,0.2
2022/1/17,7.6,-3.1,0,1027.3,4,10,7.4,426,0.1,0.2
2022/1/18,9.4,-4,0,1021.4,6.2,21,1,237,0.2,0.3
2022/1/19,,2.6,0.4,1020.3,11.1,34,4.9,392,0.2,0.3
2022/1/20,6.3,0.6,0,1028.8,6.7,15,0.9,260,0.3,0.4
2022/1/21,6.4,4.3,0,1030,6.6,17,0,157,0.6,0.8
2022/1/22,7.4,4.6,0,1027.1,5.2,15,0.5,190,0.4,0.5
2022/1/23,7.2,5.1,0,1022.8,6.2,19,0.1,171,0.7,0.9
2022/1/24,8.7,0.3,0,1021.2,5.1,14,5.3,411,0.3,0.4
2022/1/25,7.5,3.2,0,1022.8,4,12,0,123,0.5,0.7
2022/1/26,10.1,4.7,0.2,1018.4,9,27,5.1,454,0.3,0.4
2022/1/27,10.3,3.4,1,1019.1,9.5,21,3.5,386,0.2,0.3
2022/1/28,12,3.3,0,1020.4,9.6,31,0.5,334,0.5,0.6
2022/1/29,11.7,1.4,0.4,1018.9,15.8,40,2.5,406,0.3,0.5
2022/1/30,8.8,1.6,0.9,1017.5,11.4,40,1,282,0.4,0.6
2022/1/31,9,3.9,0,1016.7,14.3,34,3,348,0.7,1
2022/2/1,10.8,8.5,0.3,1013.4,18.5,34,0.1,252,0.7,0.9
2022/2/2,10.3,7.6,0,1009.5,8.7,28,0,179,0.5,0.7
2022/2/3,11.4,4.5,3.5,999.3,10.7,36,4.3,448,0.7,0.8
2022/2/4,6.6,1.6,1,1002.4,11.8,33,5.9,550,0.5,0.7
2022/2/5,9.5,2.4,4.5,1000.8,14,35,0,215,0.6,0.9
2022/2/6,9.2,3.6,3.4,1000.7,16.8,43,3.9,489,0.7,1
2022/2/7,11.4,3.1,0,1010.8,9.4,28,0.8,312,0.6,0.8
2022/2/8,11.3,7.9,5,1010.2,9.8,28,0,233,0.5,0.7
2022/2/9,7.9,2.7,0.1,1011,8.7,26,3.2,506,0.4,0.6
2022/2/10,7,0.9,0,1014.4,11.9,29,6.9,672,0.8,1.1
2022/2/11,8.4,0.6,0.2,1013.6,10.9,34,2.6,491,0.8,1.1
2022/2/12,11.2,7.1,0.5,1000.2,12.6,35,2.4,398,0.9,1.2
2022/2/13,9,4.3,12.1,985.2,10,27,0.1,306,0.4,0.6
2022/2/14,8.3,3.3,0.5,990.4,14.3,34,5,628,0.9,1.3
2022/2/15,10.9,5.8,6.3,986.5,11.8,35,0,311,0.7,1
2022/2/16,13.5,6.3,2.4,982.2,18,47,0.8,340,0.9,1.3
2022/2/17,7.2,3.1,5.2,991.5,10.2,29,1.4,463,0.8,1
2022/2/18,7.6,0.5,5,982.3,17.5,54,2.5,479,0.6,1
2022/2/19,10.4,1,12.9,992.9,10.4,33,0.6,423,0.6,0.9
2022/2/20,11.4,1,16,985.2,17.7,52,0.2,150,0.6,1
2022/2/21,9.8,2.6,0.4,999.2,19.1,50,2.7,575,1,1.6
2022/2/22,10.8,5.7,3.4,1003.6,14.7,41,7.8,902,1.1,1.6
2022/2/23,11.9,3.3,1.6,1002.5,14.6,37,5.7,795,1.4,1.9
2022/2/24,6.4,0.3,0.8,1000.1,12.2,38,6.8,892,0.9,1.4
2022/2/25,10.6,2.1,0,1011.6,9.7,25,6,839,1.1,1.5
2022/2/26,11,7.6,0,1009.8,16.8,40,0.4,402,1.9,2.5
2022/2/27,9.2,6.7,0.3,1004,13.9,32,1.5,400,1.1,1.5
2022/2/28,9.6,-1.1,3.1,1009.8,7.3,25,1,330,0.4,0.7
2022/3/1,8.2,-4.4,0,1016.7,8.4,25,9.8,1142,0.7,1.2
2022/3/2,8.8,5.7,5.6,1005.8,11.5,28,0,83,0.6,0.8
2022/3/3,9.8,3.4,0,1004.6,7.2,18,6.6,988,0.9,1.3
2022/3/4,8.5,-1.7,0,1013.7,9.9,20,9.4,1186,1,1.6
2022/3/5,8,-3.1,0,1020.1,8,21,10,1215,1,1.6
2022/3/6,8.2,-3.9,0,1021.2,6.7,18,8.7,1066,1,1.5
2022/3/7,6.4,0.7,0,1010.2,11.2,33,2.1,788,1.1,1.7
2022/3/8,12,4.4,0.6,995.8,16.5,39,1.6,511,2,2.7
2022/3/9,9.7,3.6,15.5,995.3,13.5,37,0.1,305,0.6,0.9
2022/3/10,10.9,3.2,0.9,996.2,9.5,28,6.8,1170,1.5,2.1
2022/3/11,11.9,6.4,4.3,986.2,10.7,29,1.7,422,1.1,1.4
2022/3/12,9.8,4.9,8.5,986.6,10.9,39,3.3,747,1.3,1.8
2022/3/13,11.9,5.3,6.6,989.9,14.6,44,4.9,955,1.7,2.4
2022/3/14,11.2,1.4,2.2,1007.2,8.4,25,4,842,1.1,1.6
2022/3/15,11.4,0.2,0,1007.9,6.5,20,2.4,821,1.2,1.7
2022/3/16,9.5,3.6,0.3,1010,8,19,5.9,1125,1.3,1.9
2022/3/17,14.2,1.6,0.1,1020,9,30,6,1048,1.7,2.3
2022/3/18,12.6,-1.4,0,1028.2,7,20,11.2,1547,1.4,2.1
2022/3/19,13.9,4.1,0,1023.4,13.2,32,10.9,1589,2.3,3.3
2022/3/20,9.7,5.3,0,1016.4,10,24,8.8,1392,1.7,2.5
2022/3/21,11.9,5.8,0,1013.8,9,20,5.4,1159,1.7,2.3
2022/3/22,15.3,3.4,0,1015,8.5,21,10.7,1435,1.7,2.5
2022/3/23,15.5,0.8,0,1017.8,5.7,15,9.7,1464,1.7,2.5
2022/3/24,17.6,3.1,0,1019.7,3.5,11,7.5,1288,1.8,2.4
2022/3/25,16.1,1.2,0,1021.7,4.5,11,8.3,1462,1.6,2.3
2022/3/26,15.5,-1.3,0,1023.8,4.6,14,11.3,1649,1.7,2.4
2022/3/27,13.5,0.7,0,1020.7,5.5,14,11.6,1730,1.6,2.4
2022/3/28,15,-0.3,0,1012.4,4,15,11.7,1728,1.7,2.4
2022/3/29,12.6,3.3,0,1003.9,4.3,13,5.1,1028,1.2,1.7
2022/3/30,7.8,1.3,0.8,1001.1,10.2,27,0.2,660,0.9,1.4
2022/3/31,7.9,-1.4,0,1007.9,11.8,27,7.4,1526,1.9,3
2022/4/1,8.5,-2.5,1.6,1013.3,9.7,20,6.6,1379,1.3,2.2
2022/4/2,9.3,-2.9,0.4,1015.4,8,19,5.7,1368,1.4,2.1
2022/4/3,12.5,-3.7,1,1012.6,9.5,29,8.4,1699,1.6,2.5
2022/4/4,13.3,8.7,0.1,1004.3,19.3,35,0.3,863,1.3,2.2
2022/4/5,12.8,8.4,2.1,994.6,14.4,33,0.5,946,1.7,2.6
2022/4/6,11.9,6.1,2.4,978,15.5,43,5.3,1405,2.1,3.3
2022/4/7,10.7,1.1,0.1,980.1,18.8,42,7.4,1579,2.1,3.6
2022/4/8,9.6,-1.9,0.2,997.1,10,27,8.9,1505,1.7,2.7
2022/4/9,10.5,-1.1,0,1006,7.6,17,7.8,1625,1.9,2.8
2022/4/10,9.7,-2.6,0.1,1003.9,10.6,29,0.1,811,1.2,1.8
2022/4/11,11.7,7.7,1.7,995.8,11.5,30,1.8,764,1.8,2.5
2022/4/12,9.7,4.7,6.5,995.2,5.9,21,0,241,0.5,0.7
2022/4/13,16.4,4.8,0,1002.9,5.3,15,2.4,1174,1.8,2.5
2022/4/14,14.1,3.2,0,1009.3,5.3,16,0.1,876,1.4,1.9
2022/4/15,17.3,6.7,0,1012.9,6.5,17,4.6,1297,2,2.8
2022/4/16,16.1,5.1,0,1014.8,5.6,20,3.8,1467,2.1,2.9
2022/4/17,12.7,7.5,2.9,1007.9,7.1,22,0.3,509,1,1.4
2022/4/18,11.7,3.4,1.5,1005.5,6,17,5,1279,1.7,2.5
2022/4/19,12,-0.5,0,1009.1,5.6,15,11.9,2222,2.2,3.3
2022/4/20,14.3,-2.4,0,1007.2,5.2,17,13.3,2325,2.4,3.5
2022/4/21,14,1.1,0,1003.1,11.6,27,9.4,2073,2.2,3.6
2022/4/22,14.6,7.4,0,1002.6,14,29,5.6,1478,2.6,3.9
2022/4/23,14,6.5,0,1000.8,15,33,6.2,1454,2.3,3.6
2022/4/24,13.3,5.9,0,1004.5,13.8,29,13.7,2388,2.7,4.5
2022/4/25,11.6,3.3,0,1008.5,8,19,6.3,1726,2.1,3.1
2022/4/26,12.9,0.9,0,1013,7.1,21,7.3,1885,2,3.1
2022/4/27,12,-0.4,0,1018.6,7.5,19,9.5,1942,1.8,2.9
2022/4/28,12,-0.4,0,1022.2,5.4,15,6.7,1773,1.9,2.8
2022/4/29,12.7,-1,0,1022.5,5.4,15,9.5,1977,2.2,3.2
2022/4/30,12.2,6.9,7.5,1016.8,5.1,17,0,617,1.1,1.5
2022/5/1,12.8,6.9,6.4,1010.5,6.3,19,0.1,610,1.1,1.5
2022/5/2,15,7.3,0.1,1011.4,3,11,0.1,801,1.3,1.8
2022/5/3,16.3,8.8,0,1009.8,4.6,20,1.7,1095,1.8,2.5
2022/5/4,16.8,6.7,0,1009.5,10,25,8,2029,2.7,4.1
2022/5/5,16.6,8.3,0,1013.3,5.6,13,0.6,1052,1.8,2.5
2022/5/6,15.1,7.9,9.6,1014,7.2,22,0.7,795,1.2,1.7
2022/5/7,14.8,3.8,0.1,1017.8,5,13,5.9,1896,2.2,3.2
2022/5/8,19.9,3.4,0,1014.9,6.9,20,13.4,2554,3.4,4.9
2022/5/9,15,10,1.7,1005.5,11.2,33,0.1,574,1.6,2.2
2022/5/10,16.8,9.3,0.1,997.8,11.2,33,7.8,2285,3.5,5.1
2022/5/11,16.3,8.8,0.2,999,11,29,7.3,2021,3.1,4.6
2022/5/12,14.7,6,0.7,1004.8,8.8,25,3.3,1414,2.2,3.2
2022/5/13,18.1,10.1,0,1006.2,11.8,29,7.6,1857,3.6,5
2022/5/14,16.2,8.8,0,1009,6.3,17,12.4,2611,3.4,4.8
2022/5/15,16.4,8.7,1.6,1002.8,7,19,3.1,1674,2.3,3.4
2022/5/16,19.4,11.6,5.7,999,8.8,23,4.6,1607,2.9,4
2022/5/17,15.4,9.3,11.4,1000,8.2,20,0.8,588,1.3,1.8
2022/5/18,16.3,9.9,1.5,1001.3,12.6,32,3.4,1441,2.6,3.9
2022/5/19,17.6,6.9,0,1004,9.8,26,13.4,2388,3.4,5.1
2022/5/20,16.3,10,0.5,1003.8,10.8,30,6.4,1721,2.8,4.1
2022/5/21,17.6,10,0.1,1005.9,8.2,21,1.2,1398,1.8,2.2
2022/5/22,17.6,9.7,1.3,998.8,8.8,24,2,1272,2.5,3.4
2022/5/23,15.7,8.4,1.3,992.9,9.1,26,5.7,1946,2.8,4.2
2022/5/24,16.6,7.8,0,995.4,11,25,5.4,2032,3.2,4.7
2022/5/25,17.6,9.8,0.7,1000.2,13.2,31,6.7,2156,3.3,5
2022/5/26,17.6,7.9,2,1009,13,31,5.5,1993,2.9,4.5
2022/5/27,16.8,5,0,1016.4,10.6,26,14.4,2944,3.8,5.9
2022/5/28,16.8,2.4,0,1017.2,5.2,15,10,2218,3,4.2
2022/5/29,13.8,2.3,0,1011.4,8.2,26,9.1,2289,2.4,3.9
2022/5/30,13.5,4.9,0.8,1004,9.7,26,0.4,1202,1.9,2.9
2022/5/31,15.4,3.4,2.6,1003.7,10,27,5.8,1749,2.4,3.7
2022/6/1,16.2,3.2,1.3,1007.8,6.2,15,12.9,2636,3.3,4.8
2022/6/2,15.6,2.3,5.4,1008.3,5.1,17,4,1353,2,2.8
2022/6/3,15.4,9.4,0.7,1010.4,9.1,26,6.1,1793,2.4,3.7
2022/6/4,14.8,10.9,0,1011.9,14.6,29,6.9,2272,3.1,5.1
2022/6/5,11.5,10.2,3.8,1007.8,10.5,20,0,466,1,1.5
2022/6/6,15.6,5.1,0,1005.2,6.6,15,8.8,2469,2.9,4.4
2022/6/7,16.3,3.2,0.4,996.9,6.8,20,9.7,2433,2.7,4.1
2022/6/8,18.3,11.3,1.3,993.8,11.5,32,10.1,2454,3.7,5.5
2022/6/9,20.3,10.8,4.9,998.9,8.3,25,4.6,1496,2.7,3.8
2022/6/10,18.5,11.8,4.6,1001.5,11,32,9.7,2013,3.1,4.7
2022/6/11,18.2,11.3,0.8,1006.5,11.2,29,6.2,1946,3.4,4.9
2022/6/12,16.2,10.2,0.3,1012.7,12,30,4.7,1725,2.9,4.4
2022/6/13,15.7,10.2,0,1014.4,7.5,17,0.2,1235,2.4,3.3
2022/6/14,17.3,10.3,0,1011,5.7,17,1.6,1621,3,4
2022/6/15,19.4,9,0,1009.6,5.2,15,10.3,2553,3.8,5.2
2022/6/16,22.6,10.1,0,1008.8,5.6,17,3.6,1856,3.5,4.6
2022/6/17,18.9,11.3,0,1007.6,8.7,25,0.2,895,2.3,3
2022/6/18,16,6.5,0,1011.3,9.2,22,4.8,1584,2.6,3.8
2022/6/19,17.4,8.1,0,1009.3,12.4,26,6.2,1827,3.1,4.6
2022/6/20,20.2,5.6,0,1009.7,5.8,15,15.5,2960,4,5.7
2022/6/21,18.2,11.3,0,1005.8,5,15,0.3,1278,2.3,3.1
2022/6/22,19.1,13.8,0.7,1004.5,3.2,9,0.1,994,2,2.5
2022/6/23,21.9,13.7,0,997.7,4.7,12,3.9,1691,3.1,4
2022/6/24,18.3,11.5,1.3,987.3,8.4,24,4.2,1341,2.3,3.3
2022/6/25,17.8,9.4,1.1,985.3,12.3,33,7.7,2232,3.6,5.3
2022/6/26,18.3,10.9,7.7,991.8,10.5,28,4.2,1839,3.1,4.5
2022/6/27,16.9,8.7,0.4,1000.4,9.5,24,6.7,2017,3.2,4.6
2022/6/28,18.8,12.3,6.8,996.9,10,30,4.5,1592,3,4.2
2022/6/29,18.5,11,1.5,997.3,6.2,16,4.5,1697,2.9,4
2022/6/30,17.6,11.1,0.6,1000.8,7.1,19,1.3,1310,2.5,3.4
2022/7/1,17.6,11.3,2.5,1001.7,6.8,19,1.5,1326,2.4,3.2
2022/7/2,19.4,10.7,1.1,1004.4,7,21,4.3,1686,2.9,4
2022/7/3,18.3,10,0.2,1009.1,12,26,3.6,1943,3.2,4.7
2022/7/4,18.1,11,0.4,1011.7,12.2,24,3.8,1654,3.2,4.5
2022/7/5,19.7,11.8,0.1,1016.2,10.8,20,0.5,1073,2.4,3.3
2022/7/6,20.1,14.2,0,1018.1,15.6,31,2.1,1615,2.9,4.5
2022/7/7,22.4,13.3,0,1021.5,10.7,25,7.7,2093,3.5,5.1
2022/7/8,21,10.5,0,1024,9.5,20,4.1,1998,3.1,4.5
2022/7/9,21,15.4,0,1022.6,8.3,18,1.6,1437,2.8,3.8
2022/7/10,21.4,10.8,0,1017.7,5.5,15,10.9,2626,3.9,5.4
2022/7/11,27.2,8.9,0,1011.2,5.5,21,5.9,2041,4,5.2
2022/7/12,22.1,10.8,1,1011.4,7.3,19,1.2,1103,2.3,3.1
2022/7/13,20.4,10.2,0,1014.4,9.8,23,9.2,2311,3.9,5.5
2022/7/14,19.7,10.9,0,1015.5,9.8,21,8.2,2015,3.4,4.8
2022/7/15,21.1,11.6,0,1014.6,8.7,21,5.6,2033,3.5,4.9
2022/7/16,22.2,10.2,0.2,1014.4,5,14,9.9,2434,3.6,5
2022/7/17,27.8,14.2,0,1010.8,6,19,7.4,2233,4.4,5.7
2022/7/18,29.1,12.9,0,1005.2,4.5,14,9.4,2256,4.5,5.8
2022/7/19,26.5,14.3,0.4,1001.2,6.2,18,6,1784,3.6,4.7
2022/7/20,19,12.6,0,1009,11.7,24,0.9,1357,2.8,3.9
2022/7/21,18,10.6,0,1014.2,5.9,14,0.2,1246,2.5,3.3
2022/7/22,20,10.9,0,1009.9,5.2,15,8.5,2156,3.4,4.6
2022/7/23,23.1,14.4,5.1,1001.5,8.8,26,1.1,1029,2.5,3.2
2022/7/24,23.2,14.9,6.2,994.8,10.2,32,6.8,1763,3.3,4.6
2022/7/25,19.1,12.7,0.2,1002.2,14.3,33,2.2,1473,2.9,4.2
2022/7/26,17.9,9,0,1011.8,6.8,17,2,1457,2.7,3.6
2022/7/27,16.6,6.6,0,1010.2,5.1,13,1.1,1338,2.1,2.9
2022/7/28,17.9,10.2,0,1007,4.8,18,2.2,1638,2.5,3.4
2022/7/29,21.5,10.1,0.2,1006.8,5.6,17,1.2,1195,2.3,3.1
2022/7/30,20.6,15.3,9.1,1004.5,7.3,21,0.1,696,1.5,2.1
2022/7/31,19.4,11.1,2.9,1006.6,5.3,13,2.4,1272,2.1,2.9
2022/8/1,20.7,8.5,1.9,1003.8,7.5,28,4.7,1255,1.9,2.8
2022/8/2,24.5,16.9,0.2,997.6,10,27,6.1,1657,3.5,4.7
2022/8/3,20.4,11.1,0,1000.8,11.5,27,6.1,1866,3.1,4.5
2022/8/4,18.3,8.9,0,1008.4,11.6,26,8.6,1878,3.3,4.7
2022/8/5,19.1,6,0,1016,9.2,22,5.7,1822,2.9,4.2
2022/8/6,19.7,7,0,1019.2,7.6,19,6.6,1667,2.8,3.9
2022/8/7,22.2,10.7,0,1017.2,8,20,12.5,2263,3.7,5.1
2022/8/8,22.5,8.7,0,1018.5,5,17,13.1,2412,3.6,4.9
2022/8/9,23.7,10.3,0,1019.2,5.2,14,14.5,2405,3.8,5.1
2022/8/10,25.7,10.1,0,1015.8,5.2,14,14.2,2492,4.3,5.6
2022/8/11,26.3,9.5,0,1012.8,4.6,14,14.3,2490,4.2,5.5
2022/8/12,25.3,10,0,1010.3,6.5,23,13.9,2436,4,5.4
2022/8/13,24.3,10,0,1005,6.5,23,12.6,2257,3.6,4.9
2022/8/14,25.3,11.3,0.6,998.5,5.3,19,6,1621,3,3.9
2022/8/15,21.2,13.9,26.8,995.5,4.9,15,1.4,936,1.7,2.3
2022/8/16,18,10.7,0,1001.9,11.8,21,0.3,906,2.1,2.9
2022/8/17,17.7,9.8,0.1,1006.3,6.3,15,1.7,1078,1.9,2.6
2022/8/18,22.1,13,0.4,1000.9,8.3,27,3.5,1101,2.5,3.2
2022/8/19,20,11.6,0,1002.3,9.2,27,5.7,1509,2.8,3.9
2022/8/20,22.7,11.5,0.7,1001.8,10.9,30,4.1,1387,3.1,4.1
2022/8/21,19.6,9.2,0,1003.8,6.7,16,10.8,2216,3.1,4.3
2022/8/22,23,13.8,1.2,1000.5,6,19,2.5,1154,2.3,3
2022/8/23,22.9,15.7,0.5,999.8,5.7,15,6.2,1696,3.1,4.1
2022/8/24,19.7,12.6,2.1,1004.4,6.7,23,3.8,1302,2.4,3.2
2022/8/25,19.8,10.7,0,1009.1,5.5,15,5.9,1467,2.6,3.4
2022/8/26,18.1,7.8,0,1009.4,6.9,18,1.4,869,1.6,2.2
2022/8/27,19.9,6.6,0,1011.2,4.1,16,11.5,1882,2.6,3.5
2022/8/28,17.8,9.8,0,1012.8,5.2,17,0,819,1.5,2
2022/8/29,21.5,12,0,1014.3,8.4,19,7.7,1579,2.5,3.5
2022/8/30,19.1,10.5,0,1016.8,8.5,19,8.1,1754,2.4,3.4
2022/8/31,18.2,8.4,0.1,1017.2,8,20,8.5,1638,2.1,3.1
2022/9/1,19.3,12.9,0,1012,8.7,23,6.4,1737,2.6,3.6
2022/9/2,20.1,11.9,0,1001.8,5.2,13,1,832,2,2.5
2022/9/3,16.3,11.4,19.5,994.2,6.9,26,0.2,193,1,1.2
2022/9/4,19.7,10.3,27.8,994.5,11.4,35,10.9,1962,2.3,3.7
2022/9/5,19.5,11,3.1,998.4,11.2,31,7.2,1512,2.1,3.2
2022/9/6,17.3,13.3,6.9,994.8,10.5,27,1.6,837,1.4,2
2022/9/7,18.2,14,15.1,991.6,10.3,26,4,948,1.6,2.3
2022/9/8,17.9,13.6,3.4,993.2,10.3,27,2.2,879,1.5,2.2
2022/9/9,18.5,9.6,8,1000.7,8.7,21,1.9,832,1.3,1.8
2022/9/10,19.3,6.5,0,1007.4,5.2,13,10.3,1695,2,2.9
2022/9/11,19.5,8.7,10.3,1003.2,8.2,23,0.2,371,0.9,1.2
2022/9/12,17.8,7.2,1.3,1001.7,5.2,19,0,449,0.8,1.1
2022/9/13,16.9,4.9,0,1003.2,5.7,21,4.2,1171,1.6,2.2
2022/9/14,16.4,7.3,0,1002.7,8.9,20,0.2,770,1.4,1.9
2022/9/15,17.3,8.4,0,1007.5,9.5,20,2.1,1062,1.9,2.5
2022/9/16,16.4,4.6,0,1013.2,9.5,23,8.5,1407,2.1,2.9
2022/9/17,15.5,3.1,0,1015.3,7,16,8.9,1514,1.9,2.7
2022/9/18,17.9,7.3,0,1014.1,7,18,7.9,1420,2,2.7
2022/9/19,17.4,11.5,0,1015.2,4.1,10,0.2,652,1.4,1.8
2022/9/20,19.2,11.9,0,1015,4.5,13,4.7,1151,1.9,2.5
2022/9/21,18.5,11.5,0,1010.8,7.8,21,3.1,944,1.8,2.3
2022/9/22,16.7,8,20.3,1005.8,6.2,22,0.6,369,0.8,1.1
2022/9/23,16.9,6,0.6,1008.9,7.8,22,4.5,1085,1.5,2.1
2022/9/24,15.1,5,0,1012.5,9,22,4.9,1047,1.5,2.1
2022/9/25,14.3,3.8,0.6,1005.5,10.6,33,0.3,654,0.8,1.3
2022/9/26,14.7,9.1,0.1,997.3,16.5,39,5.3,1076,1.4,2.2
2022/9/27,12.5,7,0.4,995,12.5,25,0,373,1,1.4
2022/9/28,13.6,6.3,1.5,994.5,10.5,25,5.6,974,1.3,1.9
2022/9/29,16.3,7.4,0,998.1,8,20,3.7,847,1.3,1.8
